Date,Type,Tx,Buy,Sell,BuyUnits,SellUnits
2020-09-22T05:10:42.000Z,Withdrawal,0x0cf1ed94b2c197350850d08fc422174b1558758aa61c600dee676e19217817c5,,ETH,,0.1
2020-09-22T19:09:21.000Z,Withdrawal,0x308a4783733cf0cb498d83c661cd2e74fe22e7147854478457f40d5e54bb0e33,,USDC,,175
2020-09-23T21:22:39.000Z,Withdrawal,0x11e644e8880509200dd05be64d001df6678c20b88344a97b9b0b802484f040d5,,ETH,,1328.8483677482452
2020-09-23T21:22:39.000Z,Withdrawal,0x11e644e8880509200dd05be64d001df6678c20b88344a97b9b0b802484f040d5,,USDC,,426442.954653
2020-09-24T15:52:23.000Z,Withdrawal,0x05c21a7b4409af54b1b37d51af8d2adaeab902c051ea5b4ece899c9688b84f6d,,ETH,,2500
2020-09-26T01:19:32.000Z,Deposit,0x87ac5b6686e80526622be337d8ee6e7d08233cda0c02f9395d5f970a704d292c,ETH,,3000,
2020-09-26T01:21:27.000Z,Withdrawal,0x191c67cdd475756335943fd45a89eb18b6da2fb8a251de763051ea71aa8acfee,,ETH,,2500
2020-09-26T16:15:05.000Z,Withdrawal,0xaa121909dd4dd0378989567ebf456c7a66f9388482958c929a88028d22f5005f,,ETH,,0.1
2020-09-28T14:41:34.000Z,Withdrawal,0x05a5c3871a5b7287f3b703e82fb3b1619edfc560564b129a1d5b2df72ada5dc3,,DAI,,100
2020-09-28T14:50:05.000Z,Withdrawal,0x21bc864708f2b2d875025c471776b8beeb96138189ce157bca6038cdc0d89467,,DAI,,300
2020-09-28T19:31:00.000Z,Withdrawal,0x060b58b07f9afebbb348ffb0cbb6e565cc7d04574de8ae7d83c93d4e8a39d7c1,,ETH,,0.2
2020-10-01T21:39:32.000Z,Deposit,0xb8f8742bdfb0eac04e19d8e21c26721590262284b95c0418ed7cdddf762526e6,ETH,,32.73088141045712,
2020-10-02T07:34:20.000Z,Withdrawal,0x5f1f885eb8c92864994e9f90db935839f39303abdbf3c96eb4f7467dc2de9a95,,ETH,,0.1
2020-10-06T17:54:19.000Z,Withdrawal,0x25c152ee0a4e10874d98ff46056f2b3dcbb93f824abfa863621adf2a646243c5,,DAI,,3000
2020-10-07T18:52:18.000Z,Withdrawal,0x0fd030aa308685947044e094e923e4b4c7c19806dd2b3d157b8913b7165f0538,,ETH,,0.123789
2020-10-17T06:24:28.000Z,,0xcb0fab2f3ed11697ea7cc4bea824cff011cf8b2b8d6aea5e02099ebaa19f985b,cUNI,UNI,44934628.15392965,900000
2020-10-21T16:59:10.000Z,Deposit,0x18e1c1d67eed2c622d1893764ea0548f653325a3a37995d30143159d66cb5063,SNX,,45576,
2020-10-26T21:51:04.000Z,Withdrawal,0xa1323306f7ec95ea8c9ccc81bd6b925af0e0c84871eef4c6aeae5041017e6d38,,ETH,,200
2020-10-27T15:16:01.000Z,Deposit,0x6be094cb90e6b55c61072931a634317a8ea63147e43c0e26a36087ddf4c654fd,UNI,,4702.2941581884315,
2020-10-27T15:18:00.000Z,,0xce033490232469b3d8820f8010e25d67f5306dc81604187073e03cb9fad60050,USDC,ETH,483536.433674,1199.1772297575421
2020-10-29T23:32:21.000Z,Deposit,0x29a623a20b69bd0435a962e54944988bed5110e0cd755e6de973c479b8f716be,SNX,,10998.72286710219,
2020-10-29T23:38:07.000Z,Withdrawal,0x6c70c61fd386be24ec006c73c376c71e6e4f81103042a81629532c084da2d5b9,,SNX,,56574.72286710219
2020-11-01T22:35:18.000Z,Withdrawal,0x63c8dbc09147ca781b3b531f7258e8f182a7488af3d8f12ae0ca87c70bd1c3c7,,ETH,,40
2020-11-01T22:43:07.000Z,,0xd976fcd8bcd3c725734f9ba5191cfaf9732b7d8a5c576e01c9145fc16de18916,ETH,USDC,40.38859579239302,16000
2020-11-04T01:03:35.000Z,Withdrawal,0x85c656d98e0ce5c20477282ec2acb7b04297f3f33e81fedd5e1b4782592ae9b6,,USDT,,600
2020-11-04T01:04:51.000Z,Withdrawal,0x3e9fc008d01e5852b73bddd1c7f91e559a4973156cba1bfd66e50a75f0a3b6c8,,USDT,,400
2020-11-04T10:06:33.000Z,Withdrawal,0xd1ecc0e1a98d59c34503ee21f7c5be917fd3e1d2396bb4c513fccc2c255a70c2,,ETH,,2.105116223473115
2020-11-04T10:35:31.000Z,Withdrawal,0xc1d5ef3161691f393be5b69d43af90331af4e496479b3f16027ea57b89f85f11,,UNI,,10000
2020-11-04T23:03:57.000Z,Deposit,0x4c98a1461e1453f7bb82f34c780b03ba0d8e9c57b5534b018541d4e3af43f05d,UNI,,10000.001,
2020-11-05T18:00:53.000Z,Withdrawal,0xe58eaf06d0a0cb9f9d492222e83cc5abd68f8414877ec63353bd71dac7edade6,,DAI,,1850
2020-11-07T18:06:36.000Z,Deposit,0x2745af7120af952e62564cac6a4b1d8a3b0210621e7d7226db1393147b2f0bec,FRONT,,6.11202,
2020-11-09T15:23:03.000Z,Deposit,0x358fb0a6a133c9c4960ea782298b419799ce04a4e6d3184fbcb67daaef013cec,DAI,,241.7698789787957,
2020-11-09T20:52:34.000Z,Deposit,0xde024f8607a241498119bc46dd8506eeef6e4af39f9d297cef0f0d801411209a,CHI,,326057,
2020-11-18T16:19:58.000Z,Deposit,0x5afe72d1a441f14458c6478b01bf9f6ccc40985393f45e05fef1ebda7de9a54f,SNX,,25664,
2020-11-19T13:43:24.000Z,Withdrawal,0xcf51e6eed82bbd3cd06299284dc397d669acd171d56d4886ac911514ead342d2,,SNX,,25664
2020-11-20T00:21:53.000Z,Withdrawal,0xcbf88c120929f99b90760975275bd76cc6bd68618b27bd8800b2a0ba0177e4f4,,USDC,,60
2020-11-20T00:32:05.000Z,Withdrawal,0x8ec399a42aaea670585b9a0fbbb3a737b0b958d87c6c6108bde73345997bd0b0,,USDC,,60
2020-11-20T01:02:30.000Z,Deposit,0xfbfa33c96e5f22ef64cc7fdbef5a33585b381523b01d6c6d34b0652d5ff70c7a,DAI,,15,
2020-11-20T18:48:41.000Z,Withdrawal,0x42b72be33e7d6fde30872c0595af6c37ae6eb6fae0b65416f608ffe8814bc71b,,ETH,,32.1
2020-11-25T22:35:29.000Z,Deposit,0xc92cc7ca85d51ba67f9225537398fab105190a210eca8cb44c1fd85a72d6e25b,USDC,,60,
2020-11-26T21:48:16.000Z,Deposit,0xf82291efa50e178dcf7e9810126db715d83713429c0418f3ba9d6544637fa9d5,USDC,,3000,
2020-11-27T12:45:05.000Z,Withdrawal,0xd531f8525306e357b84fe7921a3ee8e64092126f14c8129f51d8338062a6c0bb,,ETH,,90
2020-11-27T22:14:02.000Z,Deposit,0x4eff8a335e1869d7269e4be0a5b530c4b6bc9c70198de98e37cc8cf63de27265,FNT,,400,
2020-11-28T22:22:14.000Z,Deposit,0x10d7c1f66395c8f8a1250894019c8bf7d91379d92572d13b6b1df3c0e10a186d,USDC,,467,
2020-11-29T14:32:55.000Z,Deposit,0x2a0519cea1f32cb1565a65eaf347c0e71880e62a831ea6086c26f43fd16d3705,USDC,,30,
2020-12-02T22:39:27.000Z,Withdrawal,0x390b19173f4536c0af9c86044c2c6566e78328a1e147d0ac4dcdcab4061d5544,,ETH,,0.501
2020-12-03T21:37:19.000Z,,0xbabc9b81f9291c765c207dea0e2877b0c84a69dfcba5204641219a2a6e8075c2,aWETH,ETH,1,1
2020-12-06T01:58:15.000Z,Withdrawal,0x850bb8f890b945080f6920d066448fa8176272929edfc7924368c5427e8bfcfb,,USDC,,1056.21965
2020-12-15T01:27:47.000Z,Deposit,0xbbc9e36a4178820c866de86ac7322c1354f152ac59f5f0b81e083ac0f51f7e73,USDC,,65737,
2020-12-19T15:14:02.000Z,Deposit,0x62a693c3f0dde3a1a91a09a075f9e06417a46db0366d29b74711ae2f15c89f29,TORN,,34.220568974073146,
2020-12-22T15:59:51.000Z,Deposit,0xff15bd4cccc68dbb9116f08bdf1070597249bcdde8c200565ab14934e9c54031,SNX,,35895.69191660205,
2020-12-23T00:48:23.000Z,Withdrawal,0xa28a43c45fa22ddc141aeabb09c67024bbfa47b30f888fbfe75bd9b6e9112207,,ETH,,30
2020-12-23T20:36:45.000Z,Withdrawal,0xead59544739132302bde9197a0a913c90330af40dd294d26f00818d1adb1d7da,,ETH,,171
2020-12-24T22:36:53.000Z,Withdrawal,0x8141f4b5278fe721513af3a64f3e47ea80ba42a75e5e79c557ebfab1b246cd79,,USDC,,1000
2020-12-26T00:03:20.000Z,Deposit,0xeaff93f72d3956e9ead1219d9f26cd48063b22df401e20bbf04d3ba435f53b97,1INCH,,2968.7128155661326,
2020-12-27T17:00:36.000Z,Withdrawal,0x614ffb83592b2a163bf977e65b98fa318b0fc89eca49af5c94ea37b7f4ef50ee,,SNX,,35895.69191660205
2020-12-29T17:09:46.000Z,Withdrawal,0x3892bf9ac83ac3c0864812e4ad33acc00ec98b4909a323a37d07e93f375ac483,,ETH,,0.219804
2020-12-29T21:58:14.000Z,Withdrawal,0xee52b419776c8ee1f27a88519bef172541fd541395141834219434af7d887ce7,,USDC,,1000
2020-12-30T21:04:33.000Z,Withdrawal,0xa7218952f6503704fc83533f32db8d1e4e0950c305825318a1a45e06d617e214,,USDC,,54977
2021-01-01T20:07:42.000Z,Withdrawal,0x1b162847a34fc429e07d617dccd6f0188e6245a1c19d8b18354114e88ab5984a,,USDC,,50000
2021-01-04T13:32:00.000Z,Withdrawal,0x11ea723501307a068538532edf722a1c01e9f865bfdc66fe10cc2b9eb7f7b09e,,USDC,,750
2021-01-04T19:04:12.000Z,Withdrawal,0x3dac0d9e460a7163f2fb6d8e2877ff7851543bede7502fd68f2a5539e1fb21ac,,ETH,,283.25
2021-01-05T02:01:32.000Z,,0x35e4172d9d3d91eb9d4e575c0221e6b09d8b48ab0d04ee137ba9e5da1535b9c0,ETH,CHI,47.614529346480666,16315
2021-01-05T02:37:07.000Z,Withdrawal,0x9ced3aa2ee30ee0e9632fb8981bcd613ffda2d5fe33ad99c6cad2bc52853129b,,USDC,,17503
2021-01-05T02:46:16.000Z,,0xf7cac1cd541fe3b858c0e9bece255cadb06874cb73ca60510cfd0cb60a50dd92,ETH,CHI,43.86978501983168,16315
2021-01-05T03:48:22.000Z,,0xf2a0dc41168171ac3bca06f0ae2980e2733973ed4ad82c0758116d2db5a5a8fe,ETH,CHI,29.978729517233468,10
2021-01-05T10:37:30.000Z,,0x9bdb97cb788e048a2ea6d978e245eb9da9739351b97b59a8397f8dc0f316f955,ETH,ETH,61.35355411990507,0.021
2021-01-05T13:17:15.000Z,,0x2325365174072be6faa7f1818c26b2651894778c500d7a9fb7692afb1be504ac,ETH,CHI,42.18674841638644,16315
2021-01-05T16:39:12.000Z,,0x480c98184ffebb0c4ab064df068127b556d7968305ffd057da3be37c7c1aabba,ETH,CHI,41.262072691285475,16315
2021-01-05T20:24:59.000Z,,0x55842d89e80095435fc7686da6cd57cd8d64c6a6b40d78f253a36350c20f7d5a,ETH,ETH,63.63526875393878,0.00994
2021-01-05T21:38:43.000Z,,0xae2c8e6f891d85b554b590e222276f24f53c19e0fd063a4aa6bfde7aff195cd4,ETH,CHI,41.49635899916506,16315
2021-01-06T01:49:01.000Z,,0xf24906067d029f3f487cafc59d18cf5ab065d517a0cfee2f1e2224946c960ba3,ETH,CHI,41.27456187088509,16315
2021-01-06T12:40:15.000Z,,0x3deccf0866bccc9ff9b8585f4354fd096016666670ade4f33f3adef5a5d8ecec,ETH,CHI,42.643719794155096,16315
2021-01-06T13:29:39.000Z,,0x009cc52897db8f616b84e8be6b61a08f568b55326d2cceb6e91d9be57a67e686,ETH,ETH,61.913123582499246,0.00854
2021-01-06T17:26:44.000Z,Withdrawal,0xc77b124c9fca00eaa982e970052d8862992869bcf918a376a611cca4e22a3c74,,STAKE,,5046.867257422097
2021-01-06T17:37:37.000Z,,0xa3f0bbe2b6f1a79570207a9d13a3872e30386e68f48a727023bb79acddac75fd,STAKE,CHI,337.53235472693024,9
2021-01-06T17:49:03.000Z,,0x3116e0e0c429e51bc3fdf0ca82f19a2a44f20f265ca9f9c4d6caf49b9ca30c1d,ETH,CHI,41.164423919879006,16315
2021-01-06T18:41:09.000Z,Withdrawal,0x1d159ff47b3fd7575940a447900e8b197acad0976f7150b2e7552539bde8ace5,,STAKE,,337.53235472693024
2021-01-06T18:47:22.000Z,Withdrawal,0xa5b5ea84d56b4eabd45fca39f5aa32a16e9732dbca5e130dafaa4b86af5595af,,DAI,,10
2021-01-07T02:23:46.000Z,,0x525ba45c45607a3fcadd219f4d2218e368ef2476bc09871d7eb6e0972660d0be,ETH,CHI,41.27512339490945,16315
2021-01-07T13:29:50.000Z,Deposit,0x0aebb2fe5eb5a5657ea9c0233cda29d410d2745a3064acd1c2c0d59bb3e1e3c4,STAKE,,5047.129804838787,
2021-01-08T14:35:37.000Z,,0x3d7ffbfcbe0ef1ed432605ce4c3b078c6489e66e2c01f3529e7df6975691564f,ETH,aWETH,1.0001104980422397,1.0001104980422397
2021-01-08T15:05:28.000Z,,0xe2e9e3844a58d248db87cac289a5a94fd1d4d9448eb442b1962149cb7df3376a,ETH,ETH,61.65578865825515,0.0119
2021-01-08T18:05:22.000Z,,0x7645479f870299a7b3f604ceddedd06b790ec75a1885ea5401eddc6217ac89d5,ETH,CHI,20.729061785554485,8165
2021-01-08T22:01:14.000Z,,0x67d045bc2edb7d336245a728c20106b730370f918d0e8a38b7aa7b63e1f3bf53,ETH,ETH,61.278946684620905,0.0084
2021-01-09T23:38:44.000Z,,0xb9cdb07683496fa27e94d3315ca7a333b339cc23faff3008e1de9ddb09b7a11f,ETH,CHI,43.49236449137726,16319
2021-01-10T13:21:40.000Z,,0x8f5fbe3bc34c880ffbabb2aa0a0527f0c400647532e6ff0dd1965b77a284b263,ETH,ETH,61.21779665310659,0.00966
2021-01-11T06:58:55.000Z,,0xfd97cbdcef9c3a2b9b9715c70ebda3552215baaacb58b04efbc06e290f06936b,ETH,ETH,61.44977159361004,0.03752
2021-01-11T16:56:29.000Z,Deposit,0x075bd9dffcf322db40ad56e39673badbc8130a22dc7a9158a872779a67e465dc,CHI,,119942,
2021-01-11T16:59:44.000Z,,0xae43fd6818cbf5ed6dedf2b27045ee2bf9b8c1c3a9b2539149a3e0705712a685,ETH,CHI,42.114938886522424,16319
2021-01-11T20:35:58.000Z,,0xa23b27f2aed9c60768bfedfd2d0db4aeb1ebfd83e0098f511e3ff25113b1db7d,ETH,ETH,61.8458757939038,0.0077
2021-01-11T21:40:42.000Z,,0x7be687622a4cb5b97f8aa2312d18d4afbbd2d43a285bd84d46daf2b3afb31dfd,ETH,ETH,60.355902767713985,0.00889
2021-01-12T02:31:42.000Z,,0x4f48505517e19b1ece9c4c55248eed7add931b97b722c513c871650e30498b10,ETH,ETH,60.629339074909254,0.00539
2021-01-12T08:30:57.000Z,,0xb0b6b9d39ce4687223e6f9e079ab5dca9b7a87ede61fc17cd5de3fae857d396c,ETH,ETH,61.49409773879596,0.0098
2021-01-12T13:34:53.000Z,,0xe0bf6836cd003f7bcf43252baa563df7e7e158f07b591e4eb4f33572e7c84987,ETH,ETH,60.56533482424041,0.00483
2021-01-12T17:41:18.000Z,,0x45aa7349116a307bb8d101f59222348b323e86272f9fafaf422c19f6789eb214,ETH,ETH,60.07958808831264,0.01148
2021-01-14T13:27:25.000Z,Deposit,0x0ae55cd712b94f5e7380460be9eb696eafe8507bb9c896c0813a19b03ba518a5,SNX,,33226.35227701903,
2021-01-14T13:53:55.000Z,Withdrawal,0xe906db4eaea9b6627b963dd17b2bf71949768a87aa4b878e96a09a42b0538ce0,,SNX,,33226.35227701903
2021-01-17T18:16:32.000Z,,0xe421c8d1026afe135089d4879d90618d29de51973b32e9d1a57785d954abe8c0,UNI,cUNI,905565.8632444778,44934628.15392965
2021-01-18T15:00:30.000Z,Withdrawal,0x6d6a8d6878dfea421bd1809a7ba41c07ab2f5c3f8b02848656d898fd3c0b6698,,USDC,,25000
2021-01-21T16:14:14.000Z,,0x50e0870f858c2982f64d5fa137922fb6a4c4cbd3ec73ba40764cfcaaa476bcd6,ETH,CHI,4.765089213795395,3629
2021-01-21T16:24:50.000Z,Deposit,0x9215eb17f749a0c21736a78b83be784a5b1465e9db1f7d08dd53942d4a3ca42e,SDT,,307.3770491803279,
2021-01-21T16:30:06.000Z,,0xae2f8a68dee1a80d9c05ab0d9af6931718c460b07b2ac6b741e248523c6fb52f,ETH,SDT,1.5277175999093753,307.3770491803279
2021-01-23T14:02:58.000Z,Withdrawal,0x465afac5768c47be180e8454acbb9b4af6c445c5676a95a6bd6194423da405f9,,UNI,,130082.62514649407
2021-01-24T12:37:03.000Z,Deposit,0x6d0f2523bbc07f1dbc9a9cf2d3072777589379273cc5ddf69935d877959c254d,DIP,,4832375,
2021-01-25T02:05:51.000Z,,0xddb2c4f0533eeb9ab221be6ba6846a8a5daaa98194e5d6e096785e3588bc638a,USDC,DIP,88621.453583,483237
2021-01-25T10:30:49.000Z,,0x3394b73e7ae0ce66b68386bdccd9a447db22a5e34e62cf74a241eb5a034c268a,USDC,DIP,86293.729135,483237
2021-01-25T11:25:32.000Z,,0x81b9fceea0452b8a1b782b1b02671d35d99702da319e8bac3b80e533748496da,USDC,DIP,71214.418583,386590
2021-01-25T13:26:24.000Z,,0xa1001c176082d1ddb102c59434e7f2d8c2b9df5fc0899d7c0d53416d601bf9cc,USDC,DIP,65955.511103,386590
2021-01-25T17:51:35.000Z,,0xf875a0a5db201bbe4d1df3b921a40a341bf954b891c19775de68ac8322dca393,USDC,DIP,58940.78591,386590
2021-01-25T19:09:36.000Z,Withdrawal,0x0093dd464f2804e879cdaa52f054888a05859c193e3a2300a8b3210662e86577,,ETH,,0.1
2021-01-26T00:03:35.000Z,,0x14f7ab9ca7ecf0ea775b0251dff76d1b8e9c9e7f38c6eb9b7a3aeed1c2619297,DIP,DIP,386590,386590
2021-01-26T00:58:13.000Z,Withdrawal,0xbee200ba20b58f88d34e7be0508f27298510cfecde660429fdc174c45ea61a24,,ETH,,0.1
2021-01-26T02:01:23.000Z,,0x21af401cde28040e19e64ea7fdff862c6c370c0e5f982a837ef09a06770503f2,USDC,DIP,65670.196383,386590
2021-01-26T03:34:37.000Z,,0xc862550b6e4f7736d95776212b2304ba27a1bff9b9beaefb44496ec92df67087,USDC,DIP,59944.18729,386590
2021-01-26T10:45:03.000Z,,0xc73ef7cd305f504e19313be1e49620779ebfd5bf53b530a3052e5cf86a54ad90,USDC,DIP,60167.913807,386590
2021-01-26T11:27:46.000Z,,0x5762e28f2ddb18283b826f76cbbb124a0360d5141c84746b71274e985c2e79b2,USDC,DIP,55996.71121,386590
2021-01-26T18:28:49.000Z,,0x6a88ea4fe995c8deb583131849942b5ea76d66bdbe460ee51bb98665bb37db97,USDC,DIP,53976.236924,386590
2021-01-26T21:49:30.000Z,,0xfa82e3d2a4f00abd01146978a043fcad72674e6edd466f7ca04a3d3d09ca1196,USDC,DIP,58298.801024,386590
2021-01-27T18:02:18.000Z,,0xf70d8a8187ebc35eeff166c67abd1cd13fb0ed8385b208d2b9ded8a09770488b,USDC,DIP,52337.649215,386590
2021-01-30T22:32:47.000Z,Deposit,0x0b188e47d4ae60e4e8a3c239f8effcafe59146b4b21b70b40b424cb8ece3cb79,DAI,,10,
2021-02-01T02:29:45.000Z,Withdrawal,0xf939c2d29178a62583c7e9c81c70fd74ed27100fb56b407e13e8acb93a92a2c9,,USDC,,150
2021-02-01T14:47:01.000Z,Withdrawal,0xfc0a06af80940159675fdd008790414249e823a057d2f77b6dccdb7af9d3218f,,USDC,,1000
2021-02-01T14:47:01.000Z,Withdrawal,0xaa351d95fd8c9b0122e83d3a09a04f953d46ce467c8491b290b6dd1032a8d615,,USDC,,1000
2021-02-01T15:03:20.000Z,Withdrawal,0x046656657c3c3ce1dd63287392c78b47756c404e8ee6d388db24905461a650b0,,USDC,,2500
2021-02-01T16:02:04.000Z,Deposit,0x0b6cf27e2570cb8663d6f563526fc33fc117d381875f5f9c4979574f35b68a6b,ETH,,0.00002,
2021-02-03T02:42:25.000Z,Deposit,0xb7ff6b56e04f73b3982c411ae34e186406e1ffca2320006440d4ace387323721,USDC,,25000,
2021-02-03T13:48:07.000Z,Deposit,0x7ce9c2df1eb3a41cfdd9afeb9fcba5595bf48c4c1f86cb177d3aad9586874a7e,ETH,,33.0211731762,
2021-02-03T18:25:16.000Z,Withdrawal,0x15ae18ba74fdbcd70e24fc7d187363f71d8cef32b30ad8757fc4e6ee26e28c8f,,DAI,,10
2021-02-08T03:53:36.000Z,Deposit,0x703ae0c46139f176fff2fb7d3338af45fa1037821fce6487b51025ceb0469b0e,USDC,,5413,
2021-02-09T22:50:30.000Z,Deposit,0xda27f391cd39481638ba3cfb9d7ede5063084f8a9fa757bf06d5c1059a53096c,USDC,,24000,
2021-02-18T17:10:37.000Z,Deposit,0xd8e7925871437217f3207faa58d259b086055e342991743a263ec819196ad26b,USDC,,100000,
2021-02-19T12:27:50.000Z,Withdrawal,0xf2c5d57bcaa7e4b973780758b8c1f2595e0b4bb99547db0d6df14a2bd9e5c6a6,,USDC,,100
2021-02-19T17:57:14.000Z,Deposit,0x7780cf77fea4a52928da0cce05df382d966c23de1fd41406ac85af35ef92cf39,DAI,,50000,
2021-02-20T00:50:02.000Z,Withdrawal,0xed440700936887dc8a71890122b23cd90cb93d176d6e961832be704b2606b434,,DAI,,50000
2021-02-21T22:04:20.000Z,Withdrawal,0xf3c9db3e562a4d8d5ab44b7df449a068216d007c97b0f54c9719a88a4133a223,,UNI,,800000
2021-02-21T22:05:17.000Z,Withdrawal,0x978f5b568a1519f2b1951c762dda403df550ccf770ce9fd49b83f4607d869b2f,,ETH,,2000
2021-02-23T21:47:23.000Z,,0xfefbefdc94c16c5e2ef1bed291dbc2e2e92748d239b42a3fe647052f9e702d01,USDC,ETH,154035.056558,100
2021-02-27T03:31:40.000Z,Deposit,0x59ebe58029ecdaa5c6cddc9d4781888064859cdfd460603a239b5ccd6f583732,USDC,,12000,
2021-03-01T17:56:21.000Z,Withdrawal,0x9ecfb254631a6ae27e8067a6f441d7661be6d03d502bc4c732f065e15624fc9c,,USDC,,1000
2021-03-01T18:20:46.000Z,Withdrawal,0x7b1c54c003c20d926988417a59a381ad800af1ea322a613ff8e9701e48781fcd,,ETH,,0.7
2021-03-01T18:39:05.000Z,Withdrawal,0xdd886fa927a3c5c1612aa86d3093e53dcafba2630f9ef5eba873104cf7513029,,USDC,,5000
2021-03-02T10:46:19.000Z,Deposit,0xa1e319bb0ad02e189c62756739fc428fd1f4eecfc8fe7fb6552e229eec080afc,USDC,,100000,
2021-03-04T15:38:21.000Z,Withdrawal,0xcec18644c0d5234f070327af6707957d7c4a3bef045c4fb5003068ce1ece0699,,USDC,,123000
2021-03-08T02:36:36.000Z,Deposit,0x3d248c89b432a76b61377385645d76a3ba816bf357897bdf50ceafba89823313,PAINT,,193537,
2021-03-08T02:46:02.000Z,Withdrawal,0xdd4c20706ea1c92c5e343c4b6fd7574a1260bb5144ab4019e9f8fd5a81da3910,,PAINT,,40320
2021-03-10T00:04:36.000Z,,0x7d3101e8448667ab791c6976f9624cc035dbc195745f46f06f04cfb144252bdc,PAINT,ETH,16072997.388856102,10
2021-03-12T18:54:18.000Z,Withdrawal,0xfac248850acc70475729a8447e225e128a581a683cf7901d831551419cd8b11d,,USDC,,5000
2021-03-13T20:29:53.000Z,Withdrawal,0xabd543826b87091504e3716dc14dd2f4a06dec21f28d129574e78c7042bf10ce,,ETH,,0.025
2021-03-13T20:30:31.000Z,Withdrawal,0xa64174800b5b97e0c6328ceb53b89928008b58766209c1e9374830a701cd0ff3,,ETH,,0.04
2021-03-13T20:32:09.000Z,Withdrawal,0xabec7f3e9bcac35d7b0e9a603ca114cfc068e53c60634e8f5da0de5459a74ed8,,ETH,,0.025
2021-03-13T20:39:25.000Z,Withdrawal,0x4c1526d5a8b0b3b5f411db36fd285241cd96770a9d5a421fb05172d735c54de5,,ETH,,0.025
2021-03-13T20:42:56.000Z,Withdrawal,0x54c5324758d26e2453e82ed66b045d287403e7961609231cde767643b0994f22,,ETH,,0.025
2021-03-14T05:02:21.000Z,Withdrawal,0xc70cea66ca15f80604c5a50c5323f46f43086eb049f851d29491d99cb65eb5a5,,ETH,,20
2021-03-14T05:02:57.000Z,,0x62f9ddb4b3be3dfd25a2e695fae530a01ed9e4a5d63cf7adfd43b23e68e9df67,PAINT,ETH,8279933.985527408,20
2021-03-14T13:22:47.000Z,Withdrawal,0x2f4d306a6308e1bada995a4d5f410a49e22162d5d744f4294e85bf2bc2096866,,ETH,,0.025
2021-03-14T13:22:47.000Z,Withdrawal,0xc640b605913b95eb5d33f1e951668cb912597d82309d8296a2b814456dd4b2cd,,ETH,,0.025
2021-03-14T13:23:04.000Z,Withdrawal,0x3951602d32e2da4ea612d15e01b1b1ef0656d047d9bc57368c6efa60440c1676,,ETH,,0.025
2021-03-14T13:25:13.000Z,Withdrawal,0x36934398a03b0deb19663b13ea11dff143b2ca70d9e7be8b0aefc06dfcb0f9fc,,ETH,,0.039
2021-03-14T13:26:05.000Z,Withdrawal,0xeb35808ed8774d53a4e276dd4599f10052d4cd121233c81c5e3f0bb819ec14bc,,ETH,,0.025
2021-03-14T13:30:05.000Z,Withdrawal,0xe1139b58d26ff2ecec013a8796934ffb5ea99a2e2b3661b3baa1aae358692b68,,ETH,,0.025
2021-03-14T13:30:08.000Z,Withdrawal,0xdb7ff67c144cc0b3c75df75a2744197b0dc136ab1a68680d0918fb1b03e731fb,,ETH,,0.025
2021-03-14T13:52:34.000Z,Withdrawal,0x536d09415c3206176422f4e2fa55d2a5048a5d19a5ff758a9dc2e858a719a0a0,,ETH,,0.025
2021-03-14T15:28:12.000Z,,0x02fd0bd434e09481193bdf6cce115f9a7fc4eddf9b891c66e83800d606db4a7b,PAINT,ETH,6182385.3227464985,20
2021-03-14T16:02:32.000Z,,0xe80474de27663cb2643a63efdf3578c81a02f993d82188ab8571eee00128bee9,PAINT,ETH,6077852.253304144,20
2021-03-14T17:02:22.000Z,,0x374858247afbf1e253cbea7c2f6aa7679c353ad8e474ae1699261bd8dfd17419,PAINT,ETH,6586683.471486432,20
2021-03-14T17:39:05.000Z,,0x3c2e5ee917f68c93a04ac4cc118fc0e29961fcf8fcf10c7a5e68b9b87eb12874,PAINT,ETH,6509438.282190658,20
2021-03-14T19:48:53.000Z,Withdrawal,0xf2fdb735e66468ab7fc55e463aee333ab2c0c99552e93163eea8d5132bbfc7d5,,ETH,,0.16
2021-03-14T23:22:09.000Z,Withdrawal,0xb4511dec66371617370e038a76a99b2e67b88e01e1b3e29239bb27859db5062b,,ETH,,1
2021-03-17T07:58:10.000Z,Withdrawal,0x690128f459d9ea7be45f61f42eabb32ea3514fa520c22b3f5413cfebb72b86a7,,ETH,,0.01
2021-03-17T17:31:31.000Z,Withdrawal,0x7a8c1c97071dc7b3ec09a4806060ba8a591f4a1308b1c82bcdd4599be3879ef4,,USDC,,25600
2021-03-17T17:37:54.000Z,Withdrawal,0x6fd6ba42212225aadcf3bdf0c376f4ca060214fe89ff2b26735e97b3b9589d6d,,ETH,,0.1
2021-03-19T10:57:07.000Z,Withdrawal,0xb016b57f3e8e29ab22dcd574eec308926b684d831afc6ba6bf77edf945e7dfc2,,USDC,,450000
2021-03-20T00:47:40.000Z,Deposit,0x538565e32930b0ba90ddd520df9169f320114581ff7370033ac392c76d228b7c,FWB,,50,
2021-03-24T13:21:24.000Z,,0xe2fba09c7023a561a295ed07c2a320674f5b4d207f51a5bab03d99c310e2b4d5,ETH,ETH,0.0025,0.2927
2021-03-25T02:16:33.000Z,,0x536638023102fc1b99d8e26a7902013fbabf34a5ddeac2105538ce75eff9770b,ETH,ETH,0.0025,0.2988
