Date,Type,Tx,Buy,Sell,BuyUnits,SellUnits
2022-07-07T11:28:11.000Z,Withdrawal,0x61601118478e62ae02784b0f94ec7c75f75e3eab23df9dca5d7e603e2fda6691,,RPL,,831.524
2022-07-09T00:11:24.000Z,Withdrawal,0xeb4c1f0dc0ea6399adfacd7fe92719ab735c33decef2be3bff3846bc39e2562a,,ETH,,0.35
2022-07-09T14:16:22.000Z,Withdrawal,0x286bc600d68a62ecec620b1f5a4a03c5c87418257bba040b20d97c6816e0a8b9,,ETH,,95
2022-07-09T22:35:49.000Z,Withdrawal,0x58ef3b27fe98f093e0670f3913578443c300a5cb1f5a17243ee7495fb4df5749,,ETH,,0.1
2022-07-10T17:20:33.000Z,Withdrawal,0x97b03aa009fd4a88846ec359e4f109862115e1a92b9f47c7882ab25bdaced043,,ETH,,101
2022-07-11T00:52:48.000Z,Withdrawal,0x6b992b636e995b23ab562dd00b0ac953f0eedb80a985f1233f58b5f65f88361a,,ETH,,111
2022-07-12T02:02:59.000Z,Withdrawal,0x6aa31998adc88422d2846456e6a0e388e4e445921fe273200d536cd8b5b83591,,ETH,,103
2022-07-12T19:21:47.000Z,Withdrawal,0xd335196d379e438376dbedeef52059b8161f3812d58a0734f9e8962695de0089,,USDC,,1
2022-07-12T19:28:33.000Z,Withdrawal,0x55000d4643225f3ddde8cd30da11fb4e53fa0a54aefe05fdae6a5d207bcb7427,,USDC,,1235877
2022-07-12T23:58:54.000Z,Deposit,0xa2c157b49706b043b7a8ac11a83b65ea422f974d5ad576229fab9b93b3c21119,DAI,,60000,
2022-07-13T00:03:14.000Z,Swap,0x796556ce9e77c5ce259dd17abfaadd8e11a257d38dd39d817b56a24eeba549f7,WETH,DAI,57.81505527958363,60000
2022-07-13T10:08:10.000Z,Withdrawal,0x20a6a915e72df396c779111209232d1d36cd2f3c3f0181d5ebdd6c5f123d0059,,ETH,,0.01
2022-07-13T10:10:02.000Z,Deposit,0x821252163fcf5f182f7ee34cd9f5897a4ccfd311b96144bcf5d17476f720e513,USDC,,2000000,
2022-07-13T10:11:29.000Z,Deposit,0x8176fb2c00e284518509ba3a6f42ec932e47f87ad969b41ee7f886862fbb5ac7,USDC,,998892.44,
2022-07-13T10:14:23.000Z,Withdrawal,0x4b5eab2aa093dc1a005201b82565eecbbac1989540f1da6f16a4360f3a593b4f,,USDC,,2574887
2022-07-14T00:50:53.000Z,Withdrawal,0x9624433051a4a67bf175af0c810ee0a2a08d92962eb96fe0add3cbb614129c62,,ETH,,102
2022-07-15T01:51:13.000Z,Withdrawal,0xf932234d90d8d6057b44fde0165cc6e5657b19ad157e1eecd928c939ffca3982,,ETH,,91
2022-07-15T20:18:01.000Z,Withdrawal,0x77b0063ab8e526077a9e3f0aba2992c31c1bab867158303fe34b9ed074a18c42,,ETH,,96
2022-07-15T22:34:26.000Z,Withdrawal,0x666c968bf68ecab690de574f08a5da201c192c4db2108537ee1dc40a470c4938,,ETH,,99.88
2022-07-16T00:31:31.000Z,Withdrawal,0x7981cd67ff3ea5298f1516d79e86d20a1b68e150f5410127564706fab43f4d94,,ETH,,104
2022-07-16T01:07:09.000Z,Withdrawal,0xdc6e5c65d785a4e86a68c35ea6ab40d432ed4e7ab90f0e8321b99e90deb5eaf7,,ETH,,102
2022-07-17T16:53:39.000Z,Withdrawal,0x0353401fbb8b588a104cc286ae0a5884ea24db8cd8dedd4a91663db273ee48c2,,ETH,,102
2022-07-18T09:46:47.000Z,Withdrawal,0xe533092685c043986176f72f4bb428dd3eceac82ee39f5f4025708ade2218ee0,,ETH,,11
2022-07-18T13:46:07.000Z,Withdrawal,0xda95fd0998e2622106a818873ebfbe608a346062fbcbda6da3b97da11303bbe2,,ETH,,91
2022-07-20T21:08:58.000Z,Withdrawal,0xcff1fff40d1a09175680e06a37b5fe3a04937666fbbea3693e5dc1757ee64af4,,USDC,,500000
2022-07-23T09:42:02.000Z,Withdrawal,0x088506edb9ee908f1e8662c6e65694703227f84dfe4bb05527fd432ba68f770c,,ETH,,95
2022-07-23T21:55:03.000Z,Withdrawal,0x4881e2c9003f72836f9860baa448ebfce5ae69514f7e22d655043b1c0393b014,,ETH,,99
2022-07-25T00:13:13.000Z,Withdrawal,0x09b742e655a23570da8bab4ad6a21840f2977db09fbd8319c67aa0cedefeb1b0,,ETH,,95
2022-07-25T15:43:07.000Z,Swap,0x9459fdb3f6d80d35609478ba6bc5d34ab28b9d398a20f79b1968c89a88c3cb13,DAI,USDC,60746.656167510184,60740
2022-07-25T15:45:30.000Z,Withdrawal,0x5607ec0f26da78ef1529befd7ad0dcfefee0a8c478f90242ba9776ed87dfa938,,DAI,,60739.72602739726
2022-07-25T16:06:16.000Z,Withdrawal,0xde11fd0c993406fbf7be57a0fc26853462e3bd94cf751e3b2ca887e21d189941,,ETH,,0.3
2022-07-26T16:10:54.000Z,Withdrawal,0x703caac2abb6334479683c11ac148ecf8aad6c95ece9627980e318a38b8bf264,,ETH,,50
2022-07-27T01:39:12.000Z,Withdrawal,0x99cc1a81650642a38228626ffac5dc4ec33522aabf8cbbe2d0954a87844eda93,,ETH,,91.5
2022-07-27T15:34:01.000Z,Withdrawal,0x7335cd9ca9b47de4a4968b5cfcc792138524236fe951b21d5296ab4245ba58cf,,ETH,,70
2022-07-27T18:46:09.000Z,Withdrawal,0xfad05848be94b6b2d5cc3133801567df7fb2c51ad8f450fd6dfb6940d0646f7f,,ETH,,0.18
2022-07-27T21:47:34.000Z,Withdrawal,0x8ea0c1e35ef447cb2d523fac4d26be3e662c410624f6b25475678415ddbc0180,,ETH,,7.3
2022-07-27T23:37:37.000Z,Deposit,0x111a7dac25a9314290a6d12a8af92a0be6a0162b2b85a8b7b7d6ddea2381d5c3,RPL,,250000,
2022-07-27T23:45:37.000Z,Withdrawal,0xb331ab93d0e8c000e28347edb78aec0e300da7e7022d37e94a06cf731f9310da,,RPL,,250000
2022-07-27T23:47:00.000Z,Withdrawal,0x962beaf55727591184a6f19ee247cab66b62f268588e4528e3fe78348c1cde36,,ETH,,101
2022-07-28T00:12:59.000Z,Withdrawal,0xad5eb77cdac583a4366c4fe0ee6d1141759f7c7bb8de25b01b7737ce99b1d2e7,,ETH,,0.001
2022-07-28T17:25:27.000Z,Withdrawal,0xb6f505c995aa9681178902cecf31761fb9328d207e06ed5ac9f6cda5a15c17b8,,ETH,,0.19791
2022-07-28T20:41:20.000Z,Withdrawal,0xde337ff1845293422fa830570ea923811303e7651c62436aee34f5a59c1eafb9,,ETH,,80
2022-07-29T02:02:31.000Z,Withdrawal,0x87170f0b5cf27ea0d55f9490a1a451c7281b70841c1052256fd20da26df37fde,,ETH,,101
2022-07-29T15:02:00.000Z,Withdrawal,0x10e8a6c0efdf38a4f3a7ffd195345e9316d37ea65f7fefd9b425a90a5caab574,,ETH,,80
2022-07-29T17:23:29.000Z,Withdrawal,0x8a471b3f64727dda55da10411ab15b761652dd4ae64e76dc07f9aebe8106f02d,,ETH,,0.05
2022-07-29T20:19:36.000Z,Withdrawal,0xc68bb2a723d965abf9eed334eeff1e1ac317baadba5f116e839949bd8a166c12,,ETH,,0.1
2022-07-29T20:24:22.000Z,Withdrawal,0xb929b0103bbee423ca4241001bdc2dfc689f0eaafba1826d01f70024d4bb5239,,ETH,,0.13
2022-07-29T20:29:15.000Z,Withdrawal,0x91643bc52de89f8ffe2884a5348723773d112477570d082acb5ad3dbd0766cea,,ETH,,0.16
2022-07-29T20:34:19.000Z,Withdrawal,0x2dc87b435cae690e3ea2f6c5c339012fcb4da1d8a718886dce1f34853b0f2226,,ETH,,0.18
2022-07-30T08:31:06.000Z,Withdrawal,0x2976056d7f3103ce2209cc99394027bdb30cad981797084f5343e5279c4f03b4,,ETH,,72
2022-07-30T08:40:55.000Z,Withdrawal,0xa706d3a70e063588b7b5cb73313769952e7dcbd4cf3c67a63b2eba9a789e108c,,ETH,,0.16
2022-07-30T08:41:23.000Z,Withdrawal,0x61cc1d3832a6f5ee88582bbf77dded6c753396a84ee37d571a1c7f3d3da330a7,,ETH,,0.2
2022-07-30T08:42:27.000Z,Withdrawal,0xcfb91f76e41eee18c57ec623d88268144b9fe6ba7f5d8af995ff57258635d1a5,,ETH,,0.23
2022-07-30T08:44:26.000Z,Withdrawal,0xc120f91c07c906ad9a4a0d0a03d35dd0949e517ec771c3ffea8ff1fbab853e62,,ETH,,0.27
2022-07-30T21:52:57.000Z,Withdrawal,0xc935fc8716efdea875f90fe2f2c46fc49b0460d2a0279a63619c22abf8590a56,,ETH,,0.1
2022-07-31T11:17:18.000Z,Withdrawal,0x2a1fa23ccf8513c8e6b256c003a2c0aac8bd08401dc51bdcd5654fc4b348961b,,ETH,,72
2022-08-01T05:24:05.000Z,Withdrawal,0xec653883ae09505897ee15f2d34a9c831cff082f59be527827d4cce7db64971f,,ETH,,72
2022-08-01T20:15:24.000Z,Withdrawal,0x728238c360792085e20388aa852f8bb1f46704ae5974f7ee7314c26e1ebf2245,,ETH,,0.06
2022-08-03T00:35:07.000Z,Deposit,0xf318b137d946f711b20b348773769a3740da58803414a2f9bbdfcdf941dae241,RPL,,400000,
2022-08-03T11:36:20.000Z,Withdrawal,0xe64bc92c3d76adf7ca417053f5419d48613c1e3996e230d040ea1c66cc6e4df0,,ETH,,0.1
2022-08-03T12:01:42.000Z,Withdrawal,0x0da0708f302bd0de606b3dee9d358a23a47c586377f05f13e6a8c78b591ef8a6,,ETH,,72
2022-08-03T16:57:54.000Z,Withdrawal,0x8813bac7894d04b136319079fda1ae99bf2b16c5eb7ed2d14f73611e964cec2a,,RPL,,160000
2022-08-03T19:19:50.000Z,Deposit,0x23dfcb8c43e2ab35502d8896771f21b77b2b4d364814067ce6ff2e1c51f8b11e,ETH,,750,
2022-08-03T19:23:11.000Z,Withdrawal,0xca6adb1803de728543fd63a27bae313201fa76d90dae7dfa189f9bd2d0f1d91e,,RPL,,50000
2022-08-03T19:26:17.000Z,Withdrawal,0x4eb6f6391d775a4b274ad6ae443b6a213cf1ada3ebdcceaa24ac603c3316b409,,RPL,,60000
2022-08-03T19:28:43.000Z,Deposit,0xde0c931310339b1f40ee5d0b0e29343c85fff711f0aabde537a06c6eeeaf3f33,ETH,,550.009202,
2022-08-03T20:23:30.000Z,Withdrawal,0x77c735ef424858563443813dad60e2e93eb195ce18eca984f6633eb96a3c8cfc,,RPL,,65000
2022-08-03T21:20:36.000Z,Withdrawal,0xb36dd5bbe6f498104096d3b8ba647e0b073e2728478a76c7795ad64dba92eb70,,ETH,,75
2022-08-04T00:08:51.000Z,Withdrawal,0x8af9a237cdd13433a46e88cad08a3e2474667a4933a1e04a94c3e72a90014ea1,,RPL,,61364
2022-08-04T11:51:17.000Z,Withdrawal,0x14d8242e6b68432d5ea16d52393bf0a762f802f4580695e86557d3e45f7098e6,,RPL,,812.306
2022-08-04T12:05:54.000Z,Withdrawal,0x7d80f8f39a459bd5261a7c6c4f78a51731a17684c3f5183457e8a0e15db81187,,ETH,,77
2022-08-04T15:07:03.000Z,Withdrawal,0x43fbe6ad13d84f4e1aa6f5e4ce601eafd0071a565ae6bae4b697bd74298c96a6,,ETH,,0.33963
2022-08-08T20:53:00.000Z,Withdrawal,0xccbb2da9b2b98e8e20baa068f029bd46d522f5b379c5e2f439397abfb3dca00f,,USDC,,25250
2022-08-11T01:37:40.000Z,Withdrawal,0x608cfe8cfd394206d6b2df5e14867b5c1ee17d3079036ae31755eee3be63e710,,ETH,,0.002
2022-08-11T01:52:19.000Z,Withdrawal,0xc1ab9bed62f4798da985def8dc0d04e01b48911c597e524c6aa123fe74d193e9,,ETH,,79.5
2022-08-11T17:33:34.000Z,Withdrawal,0xd55dd2bd3e9de9ec5dd694b6763535369ac53eb2eb3eecf0df57102333dc4fee,,USDC,,10
2022-08-11T17:53:08.000Z,Withdrawal,0x5e15d6340a43fc4d2efad84cfa4bfe698a500e2e8ee108dc93c1ab512a697162,,ETH,,79.5
2022-08-13T14:40:01.000Z,Withdrawal,0x72171bc57a117345c5a23d701c4274278ee7e875156ca165351b0a21f9aaceac,,ETH,,55
2022-08-14T17:27:18.000Z,Withdrawal,0x2eb9b8f84cb0884cca2f84bec286492004b16630df6ed6729463dff823558499,,ETH,,71
2022-08-15T04:14:35.000Z,Withdrawal,0xe02bf61c2c0faf3ccc089bd96a988a5c75e83896a6467d8ec8a5932045f6cf79,,ETH,,74
2022-08-15T14:03:50.000Z,Withdrawal,0x40d389721b656544a8e7d31ce9914344c4536799342142b73112fe995be61709,,ETH,,7.77
2022-08-16T03:48:51.000Z,Withdrawal,0x4b57850f60aa98500deb4c55ff08e6d31ab0b076fb1f8703f71e0da4663de4c0,,ETH,,77.77
2022-08-16T15:10:41.000Z,Withdrawal,0x199b27ec4dd2099ef8a80430cd38f85cbfc1860fb6a3b6d69bb67ef3bf06d82e,,ETH,,0.11
2022-08-16T15:16:28.000Z,Withdrawal,0x5813cb2966972a7263a6cd8445260ac9fd4bf71a7ea1639320ce0d0d8d21bd02,,ETH,,0.13
2022-08-16T15:20:18.000Z,Withdrawal,0xaa09afeac4484b9892185b87f3b724c465d902e6bb645d4a8b9beca136934685,,ETH,,0.15
2022-08-16T15:41:55.000Z,Withdrawal,0x225ac7ae9e791ac910a2ea368607cd199676486fdd74dbac46125c3e2c2524b3,,ETH,,0.01
2022-08-17T01:53:22.000Z,Withdrawal,0x84a2cfd8681009a829f5053de68156fa393390873ca96e5db3552606150a2191,,ETH,,72
2022-08-17T11:17:46.000Z,Withdrawal,0x14baa7913a1d03ccb2fd466defa2080dcfbdd437dd17000e5b347e3280f3e67a,,ETH,,66
2022-08-17T12:29:14.000Z,Withdrawal,0x3e56ed2a6dd512841e70ca64cbe477aa7ce5961b12520f42e4e79f9256d4609e,,ETH,,0.001
2022-08-17T19:30:19.000Z,Withdrawal,0x79113b90f4dda693170ce5c07e231c85142d784b8f912f3f04a8ea9bfb115af2,,ETH,,0.35
2022-08-17T22:55:24.000Z,Withdrawal,0x6e35d16b052a103be74e2a7a4ef634b6a3b4189be0d9f1b2d13cb8520649e249,,ETH,,0.22
2022-08-18T04:28:54.000Z,Withdrawal,0xaa7debdb2932beb321c4e961dc854ef1f322d7aa6d8e8b3121fb8c35aa17d636,,ETH,,71.1
2022-08-20T06:26:35.000Z,Withdrawal,0x1ba4e40df37813efcbbf7363e28d8e5c5a7536ee1358ccd1817e23f05d9e53a9,,ETH,,61.2
2022-08-21T03:38:44.000Z,Withdrawal,0xa8d0b9500e732e92c3122fb1114bc781304d6f343138efcc482fb977aa985e27,,ETH,,60.7
2022-08-22T02:25:38.000Z,Withdrawal,0xf08af0c483200b84289544342322fffa7a08962e95ebe201f10001bdc0453790,,ETH,,62.11
2022-08-23T01:08:24.000Z,Withdrawal,0xbcaebe4b7fbc54fb83384082ba4961c5c653763733ac401f6e5e7438d5eacbf7,,ETH,,60
2022-08-23T14:58:41.000Z,Withdrawal,0x57cfb04d338f585e01e2fb4a27ca70e9342e9bf17a5b241859d5c613d1d7da67,,ETH,,62
2022-08-23T20:58:10.000Z,Withdrawal,0xa2ca8f4df627890dd6ac14c434343b9bc9d4564655a54dd6fab423b944db2946,,ETH,,0.3
2022-08-24T12:18:49.000Z,Withdrawal,0x2c24f14fc64fa769de748afdb321d3701da522a9d7cbe3d03257766e5edd2d8b,,ETH,,7.2
2022-08-24T19:29:40.000Z,Withdrawal,0x6d4b999ea9903c604f047239cd8006f2532c9bbe0e7aa6999c83393ed82fb67f,,ETH,,9.3
2022-08-25T18:58:58.000Z,Withdrawal,0xc03f47959fad90a2d256bc33a62ccdc27c7098349a6dca93e58655c8b6206142,,ETH,,60
2022-08-26T01:39:29.000Z,Deposit,0x47d401d4bab56e8bb3e4a9c37f3dc133a678454354de46730dd6115a541d6f4e,USDC,,889093.792972,
2022-08-26T01:41:40.000Z,Withdrawal,0xe6cfb3507f6b602e986a63cddd6fa2e9ceee85bab544bbf7cf2520c630d0fee7,,USDC,,250000
2022-08-28T15:31:57.000Z,Withdrawal,0x56637b25aac967ba50d28411e8c33da3f5b8b0da87508abc70137dade6288289,,ETH,,60
2022-08-29T13:44:54.000Z,Withdrawal,0x86f67051e9ec9076c2d0575141eba73cf358e321df24c3b5854f98d15236485d,,ETH,,60
2022-08-29T23:42:16.000Z,Withdrawal,0x652c808ba83e7896bbb79f16930fb974120d8a65dd08aafa4de0d47ec86eebad,,ETH,,0.005
2022-08-31T11:38:30.000Z,Withdrawal,0xd358c39d1c5682cfe27b2fe59375275052eba59130b9b7a7a84babd8b8e2f279,,USDC,,300000
2022-08-31T20:12:11.000Z,Withdrawal,0xbaace2febe1eeb98b91cfe294eec03ce33426b3bbcb14c58efcccd41fc151a13,,ETH,,60
2022-09-01T00:53:04.000Z,Withdrawal,0x40c21b91b5abee41ed48e235e6ac99464274144c859d1f3d645c3f849a29dd2a,,ETH,,0.09
2022-09-01T01:16:24.000Z,Withdrawal,0x533ab72a5c2eb40a300632a3ee6208efd3e05c85de1041589940b90e4daab7f7,,ETH,,0.02
2022-09-01T02:48:08.000Z,Withdrawal,0x15ca6b8498cf254f79920aa9917f64f2fba59ce5f434cb713fe8afb05906e9e9,,ETH,,0.001337
2022-09-01T14:42:05.000Z,Withdrawal,0x286a7ac029a5b17f739550bcbdedfa01a6822013bd98197bd941d127a6146907,,ETH,,60
2022-09-01T16:19:10.000Z,Withdrawal,0x0d6120cfccd3343bfca459f9fe27d22c5d461e973fe1108c068274461a18e000,,ETH,,0.0105
2022-09-01T23:56:23.000Z,Withdrawal,0x060e7183f6ae11da7355c37c34a69005de6e22cbe1875a58fe5ec627c8ef03e6,,RPL,,1099.33
2022-09-06T11:50:57.000Z,Withdrawal,0x24fb20c0a62a4db8fcbbba6d939a5cfd17297a219d47c3631556db0ce1e54b5f,,USDC,,43.87
2022-09-08T22:06:58.000Z,Withdrawal,0x54061dce0c2c0af1e969443513026b1e4dd68c26a7a4e1db14c90e0dc6d2d576,,ETH,,0.25
2022-09-10T14:58:27.000Z,Withdrawal,0xeb6859da28baa00a068d651f1ca9579d390a3d70cd005e8fe300e37c75890033,,ETH,,55
2022-09-12T21:30:28.000Z,Withdrawal,0x63f65ec94c5f6416bd39dee4c3dd7033d79b29265ab9733f9f36821bfad5cd14,,RPL,,50000
2022-09-12T21:30:47.000Z,Withdrawal,0xd61a1aa45ea5f6507fd38f6d6deabdba6078c650e30c75c5283b32247578422a,,ETH,,64.53
2022-09-13T12:36:15.000Z,Deposit,0x1dfa129ccda58e45b505d9b577ad7fc03af603d5b18fba3db6731f8283d2af0a,ETH,,0.06,
2022-09-13T20:04:35.000Z,Withdrawal,0x939383e143b2edd067e417799c09f9c6464abf34c4b9c8898d377d0f2858bfe1,,ETH,,12
2022-09-14T13:08:36.000Z,Withdrawal,0x8ebdc5a7e3d37872c1490fd7c03759007136e86b67e1dea9787034c9149c500c,,ETH,,61.44
2022-09-14T13:14:06.000Z,Withdrawal,0xc5d1e28ecff080973e07657c6bc0f42ae87219f22cea938e2ea8c557a42f0ea4,,ETH,,67.88
2022-09-15T01:57:11.000Z,Withdrawal,0xaaf9ca88b78eec437ba087fcc99fbd36b8bfcf83ce35b284552b367ffb8afc0c,,ETH,,68
2022-09-15T07:06:23.000Z,Withdrawal,0xaddd2ca893c4affbf7f319402c5a79b0f730cf71305b9814652a721114e45d3c,,ETH,,0.007
2022-09-15T07:12:11.000Z,Withdrawal,0xe111a255a36df34317088f16351a7f5d53dfe59cd6c4349abd99b176f6ab1490,,USDC,,20
2022-09-15T07:15:47.000Z,Withdrawal,0x24547879cf344a95890a2b82716ba858e6425f656b65b7f5814b841a5bcdf39d,,USDC,,10
2022-09-15T16:41:59.000Z,Withdrawal,0x5cb3d86ea63587ff3062fb8eb647c7fee4abe87219bc3d86e4f63f2bacef96f3,,USDC,,63548.6
2022-09-15T20:23:23.000Z,Withdrawal,0xfda245a0beb18cbba26d71d0691d4974fc992a7aae2e8753f43ede1a820d02d4,,ETH,,60
2022-09-17T14:38:23.000Z,Withdrawal,0x0d95c2500e7d046d1d46147700cc22e036ab0ea42e681fe3425dbbb3b4037858,,ETH,,66.66
2022-09-20T14:02:59.000Z,Withdrawal,0x57da22ec1ec92d582c2c7c9e27afdf4a3929c54e00c1a74169cb09ce6ce4e94d,,ETH,,60.47
2022-09-20T14:04:11.000Z,Withdrawal,0x6a449fb7053201be5604aed0d74433e0c504f51d715a8206aeb984231eea6b3a,,ETH,,62
2022-09-20T17:23:35.000Z,Withdrawal,0xfadcf70ab12d3f5d2ead00e5a668ba85aa6a6dd47e8f72e41a3330fdf93f49e2,,USDC,,1000
2022-09-22T22:55:11.000Z,Deposit,0xe208330ef4000d31deb9127acd1d8d0f532fbbf8a67676fc6f517d314ecd8bfc,POP,,25,
2022-09-24T17:48:47.000Z,Withdrawal,0x3e1292e65477cda37dc2ba6a3599b15a07a6d3760b36d12626023e36a021fb8e,,ETH,,60.18
2022-09-25T17:16:59.000Z,Withdrawal,0x154819a7c65b43dab7c2bfd7fddbe662b9dea6fb597b75efbf520928dd03166b,,ETH,,62
2022-09-25T17:18:59.000Z,Withdrawal,0x1712f7dc9ada924410de810f25d956da765c26744a2f7df05ec9abd715477d15,,ETH,,0.315
2022-09-26T14:49:35.000Z,Withdrawal,0x4f5d1c88babce7c9b0d2bc571bc7800f858863e4111518a83b459ab8e26abaf2,,ETH,,60
2022-09-27T16:04:47.000Z,Withdrawal,0x56fc34ddaf4d5a22ed14e7618e901d44c22a654bd9f3afc4296b5049e626f28d,,ETH,,63.7245
2022-09-27T17:21:59.000Z,Withdrawal,0x8388a106f678515c129324a2aa60b7680db7d5b0a3949be3634c40103051a167,,USDC,,50000
2022-09-29T11:37:23.000Z,Withdrawal,0x356e33571f2978e942cd985c1d4d5b115b4dddefd4ab9b4f90e2d51e576053f3,,RPL,,1498.156
2022-09-29T15:08:23.000Z,Withdrawal,0x61f19840bef8450db3a7bbb2e0ef51836a4a81ac7cf051730ed8bfa7fc966e32,,ETH,,62.46
2022-09-29T15:53:35.000Z,Withdrawal,0x32f62534890078fbbaca2062c6dd42f9892f791a5ce91ede7c77fed87b6b6547,,ETH,,60
2022-09-29T15:58:47.000Z,Withdrawal,0xdcfab23fbf0f0255eac7f132b5351575a529c81aae924506c40211197192808e,,RPL,,10000
2022-09-29T16:33:35.000Z,Withdrawal,0x1b3aa267b79e3b5b538db40054bfe6419511a31cd93e87fa136cefa45482b4f2,,ETH,,0.5
2022-09-29T20:52:59.000Z,Withdrawal,0xd0df462a2254024e0e9626154ead24581cac822ba420f3278c90b398c5c4d0db,,RPL,,250
2022-09-29T22:54:11.000Z,Deposit,0xef03ea839378bd812ac34f1d123b25a2be4129d3bc688df32d5a46704c379cdf,USDC,,1000000,
2022-09-29T23:15:47.000Z,Deposit,0x54d252fe9a7bb5c2723131c0d3e8ee916c4880a0c4f6032426db975d9269cbd1,RPL,,100000,
2022-09-30T13:55:59.000Z,,0x65aee8850888689cf714fb12aff3fd29bced70c533c49a1eeec443d99024bc97,GUSD,USDC,500000,500282.624595
2022-09-30T14:00:11.000Z,Withdrawal,0xd1d61259ede1126709cc42f30fcda2c8f7eb4c468b984a7154f0cf2ecbc9bd33,,GUSD,,500000
2022-09-30T16:20:59.000Z,Withdrawal,0x83ca72db34ef86c45cfcc112de4e5803fccaeb05618c77cf2c7d5c889b0c96a3,,ETH,,50
2022-09-30T17:26:47.000Z,Withdrawal,0xe03658562a2d7badfbaf2e9ed5844c33331136e99bea3f2ad991c98b132c92e6,,ETH,,0.5
2022-10-01T10:55:23.000Z,Withdrawal,0xddd3dfb828d29def86414723a96f808031332d08bd9f0ffc5ead44865fdd2a56,,ETH,,0.5
2022-10-02T12:14:35.000Z,Withdrawal,0x5b60754fa94d7f835afd7e6f79efe9962aadde74b6970ee4c743fe7a88304000,,ETH,,51
2022-10-02T15:45:23.000Z,Withdrawal,0x73ed3045ccf137e012dbfb153b5a1813668440603ff416421334bc00e48d1014,,ETH,,53.75
2022-10-02T15:46:35.000Z,Withdrawal,0xec2df0e72b22710a6cf2a443ccd0dfd25c11be9d17993724a4288cbfdc886c84,,ETH,,54.83
2022-10-02T15:47:47.000Z,Withdrawal,0x09fb1492b74906ade9f55be6d73e7702014dfa060ce6c0fde3915193423e248b,,ETH,,0.04
2022-10-02T15:48:59.000Z,Withdrawal,0x5a85fbdcbdb5f01a67440e8427048c52d29ccc99070b5613cb2faea35686cbf5,,ETH,,57.05
2022-10-02T16:05:47.000Z,Withdrawal,0x7d591aa061446945d25399c40245f471ea8cdd085cdedf7aebb099fdd7d79ec3,,ETH,,50
2022-10-03T09:01:47.000Z,Withdrawal,0x6161d4235d068498ca97af1d272820d3df89721d5cc32efada9746a12abd4ed3,,USDC,,79.55
2022-10-03T14:43:59.000Z,Withdrawal,0x940313155b38c751403bfb4c20045220432249eb15ebf8182fc46e96a26be1a4,,ETH,,53
2022-10-03T15:28:35.000Z,Withdrawal,0x91a617ae2a442a5b66a460e1af89b2705eee53a06104a3fbd4c0ec9a1cea9035,,ETH,,55.41
2022-10-03T17:50:35.000Z,Withdrawal,0xa60d3a0e0d4d133ae4d2c79bec160394502859e8d13d86488edb109d6bd8b5b5,,USDC,,160000
2022-10-04T21:58:11.000Z,Withdrawal,0xb5a882ff0e01bfcffe6192742ee9cc79d5a0e713098d386f0ae3fbc183850a2f,,ETH,,55
2022-10-06T14:14:47.000Z,Withdrawal,0x48b01df6aee85c8fb1fef08de5a4409f9f9cc7a9610fc970c324d3c816f52e76,,ETH,,58.04
2022-10-06T21:33:11.000Z,Withdrawal,0x3b48c0e1e6733bb10716a3184dd68755e0601a9039703bbff620ae2f65cde6b5,,ETH,,50
2022-10-07T07:57:11.000Z,Withdrawal,0xb5384dbd0a92d8484341215d24bbcfe51aa2cdf9696fcbe5324ade97270785be,,USDC,,150000
2022-10-07T15:29:11.000Z,Withdrawal,0xa0ecd60f0d65324c5fec067b6031d0d5dcc7cc064721a3fe48db96664ceba348,,ETH,,0.13
2022-10-07T17:17:11.000Z,Withdrawal,0x17d0f7485a0172bb51ce9726eee522d8e172d8439a4d2d00b79d4267c766d87d,,ETH,,50
2022-10-08T14:13:23.000Z,Withdrawal,0x8061581aa3117dbd1a625f80f7f824b20aa24a703567dfc2bab772e0c9191a5e,,ETH,,52.02
2022-10-10T13:31:47.000Z,Withdrawal,0xa7108aa196a58b3f379e960db53a84cedc5ecc721a47619d13917bb4d62b2270,,USDC,,25000
2022-10-13T12:47:47.000Z,Withdrawal,0x2a264c2066b4331ad0d3a3d1ebdeff9af2bdbba0a31ad0b1cfff5b31fc9d60db,,ETH,,50
2022-10-13T13:08:59.000Z,Withdrawal,0x016e780669699c7e98726d4c1f7790f5639b3c01247597a072d235cae0aada42,,ETH,,0.2
2022-10-15T17:45:23.000Z,Withdrawal,0x63fcfe1939205184909bcec5f34d25708f99c452cea7a2093a193a8998a68393,,ETH,,0.1
2022-10-15T17:47:11.000Z,Withdrawal,0xf3bba395d91e7a90b35fbbdbf264f384401a51fad9e63e31c81f1b47f2d874f8,,ETH,,45
2022-10-15T18:16:23.000Z,Withdrawal,0xc5a8ab82cb0b42c50f521a33d1243a74ab98f333a14e393cc2616ec43b170e62,,ETH,,0.1
2022-10-16T17:13:47.000Z,Withdrawal,0x53a03d8c17510d6fbe3c7cdf43f7a4d1953991b0f058035b5ece598c61ac6374,,ETH,,40
2022-10-17T17:23:47.000Z,Withdrawal,0xfdf72a1e184bf59988cf3f35c2f7d6453bd166aae94102ad90a0baae81220f69,,ETH,,35
2022-10-18T00:03:47.000Z,Withdrawal,0x9527d505a45207a0e40e651ae899c767a30988f1e39f2a58844da9c900947882,,ETH,,0.11
